Frequency [D/H],Observation time UTC,Data Source (rainfall),Rainfall [mm],PERIOD [hrs],Deficit [mm],Runoff [mm],Data source (water balance)
S,2015-12-14T23:00:00Z,S,0,6,,,
S,2015-12-15T05:00:00Z,S,0,6,,,
S,2015-12-15T11:00:00Z,S,0,6,,,
S,2015-12-15T17:00:00Z,S,0,6,,,
S,2015-12-15T23:00:00Z,S,0,6,,,
S,2015-12-16T05:00:00Z,S,0,6,,,
S,2015-12-16T11:00:00Z,S,0,6,,,
S,2015-12-16T17:00:00Z,S,0,6,,,
S,2015-12-16T23:00:00Z,S,2,6,,,
S,2015-12-17T05:00:00Z,S,0,6,,,
S,2015-12-17T11:00:00Z,S,0,6,,,
S,2015-12-17T17:00:00Z,S,2,6,,,
S,2015-12-17T23:00:00Z,S,0,6,,,
S,2015-12-18T05:00:00Z,S,0,6,,,
S,2015-12-18T11:00:00Z,S,0,6,,,
S,2015-12-18T17:00:00Z,S,0,6,,,
S,2015-12-18T23:00:00Z,S,0,6,,,
S,2015-12-19T05:00:00Z,S,0,6,,,
S,2015-12-19T11:00:00Z,S,0,6,,,
S,2015-12-19T17:00:00Z,S,0,6,,,
S,2015-12-19T23:00:00Z,S,0,6,,,
S,2015-12-20T05:00:00Z,S,0,6,,,
S,2015-12-20T11:00:00Z,S,0,6,,,
S,2015-12-20T17:00:00Z,S,0,6,,,
S,2015-12-20T23:00:00Z,S,0,6,,,
S,2015-12-21T05:00:00Z,S,0,6,,,
S,2015-12-21T11:00:00Z,S,0,6,,,
S,2015-12-21T17:00:00Z,S,0,6,,,
S,2015-12-21T23:00:00Z,S,0,6,,,
S,2015-12-22T05:00:00Z,S,0,6,,,
S,2015-12-22T11:00:00Z,S,0,6,,,
S,2015-12-22T17:00:00Z,S,1,6,,,
S,2015-12-22T23:00:00Z,S,0,6,,,
S,2015-12-23T05:00:00Z,S,0,6,,,
S,2015-12-23T11:00:00Z,S,0,6,,,
S,2015-12-23T17:00:00Z,S,0,6,,,
S,2015-12-23T23:00:00Z,S,0,6,,,
S,2015-12-24T05:00:00Z,S,6,6,,,
S,2015-12-24T11:00:00Z,S,6,6,,,
S,2015-12-24T17:00:00Z,S,0.4,6,,,
S,2015-12-24T23:00:00Z,S,0.2,6,,,
S,2015-12-25T05:00:00Z,S,0,6,,,
S,2015-12-25T11:00:00Z,S,0,6,,,
S,2015-12-25T17:00:00Z,S,0,6,,,
S,2015-12-25T23:00:00Z,S,0,6,,,
S,2015-12-26T05:00:00Z,S,0,6,,,
S,2015-12-26T11:00:00Z,S,0,6,,,
S,2015-12-26T17:00:00Z,S,0,6,,,
S,2015-12-26T23:00:00Z,S,0,6,,,
S,2015-12-27T05:00:00Z,S,0,6,,,
S,2015-12-27T11:00:00Z,S,0,6,,,
S,2015-12-27T17:00:00Z,S,0,6,,,
S,2015-12-27T23:00:00Z,S,0,6,,,
S,2015-12-28T05:00:00Z,S,0,6,,,
S,2015-12-28T11:00:00Z,S,0,6,,,
S,2015-12-28T17:00:00Z,S,0,6,,,
S,2015-12-28T23:00:00Z,S,0,6,,,
S,2015-12-29T05:00:00Z,S,0,6,,,
S,2015-12-29T11:00:00Z,S,0,6,,,
S,2015-12-29T17:00:00Z,S,0,6,,,
S,2015-12-29T23:00:00Z,S,0,6,,,
S,2015-12-30T05:00:00Z,S,0,6,,,
S,2015-12-30T11:00:00Z,S,0,6,,,
S,2015-12-30T17:00:00Z,S,0,6,,,
S,2015-12-30T23:00:00Z,S,0,6,,,
S,2015-12-31T05:00:00Z,S,0,6,,,
S,2015-12-31T11:00:00Z,S,0,6,,,
S,2015-12-31T17:00:00Z,S,0,6,,,
S,2015-12-31T23:00:00Z,S,9,6,,,
S,2016-01-01T05:00:00Z,S,5,6,,,
S,2016-01-01T11:00:00Z,S,0.8,6,,,
S,2016-01-01T17:00:00Z,S,1,6,,,
S,2016-01-01T23:00:00Z,S,1,6,,,
S,2016-01-02T05:00:00Z,S,3,6,,,
S,2016-01-02T11:00:00Z,S,8,6,,,
S,2016-01-02T17:00:00Z,S,7,6,,,
S,2016-01-02T23:00:00Z,S,0.6,6,,,
S,2016-01-03T05:00:00Z,S,0,6,,,
S,2016-01-03T11:00:00Z,S,0,6,,,
S,2016-01-03T17:00:00Z,S,0,6,,,
S,2016-01-03T23:00:00Z,S,0,6,,,
S,2016-01-04T05:00:00Z,S,0,6,,,
S,2016-01-04T11:00:00Z,S,0,6,,,
S,2016-01-04T17:00:00Z,S,0,6,,,
S,2016-01-04T23:00:00Z,S,0,6,,,
S,2016-01-05T05:00:00Z,S,0,6,,,
S,2016-01-05T11:00:00Z,S,0,6,,,
S,2016-01-05T17:00:00Z,S,0,6,,,
S,2016-01-05T23:00:00Z,S,0,6,,,
S,2016-01-06T05:00:00Z,S,0,6,,,
S,2016-01-06T11:00:00Z,S,0,6,,,
S,2016-01-06T17:00:00Z,S,0,6,,,
S,2016-01-06T23:00:00Z,S,0,6,,,
S,2016-01-07T05:00:00Z,S,0,6,,,
S,2016-01-07T11:00:00Z,S,0,6,,,
S,2016-01-07T17:00:00Z,S,0,6,,,
S,2016-01-07T23:00:00Z,S,3,6,,,
S,2016-01-08T05:00:00Z,S,29,6,,,
S,2016-01-08T11:00:00Z,S,0.4,6,,,
S,2016-01-08T17:00:00Z,S,0,6,,,
S,2016-01-08T23:00:00Z,S,0,6,,,
S,2016-01-09T05:00:00Z,S,0,6,,,
S,2016-01-09T11:00:00Z,S,0,6,,,
S,2016-01-09T17:00:00Z,S,0,6,,,
S,2016-01-09T23:00:00Z,S,0,6,,,
S,2016-01-10T05:00:00Z,S,0,6,,,
S,2016-01-10T11:00:00Z,S,0,6,,,
S,2016-01-10T17:00:00Z,S,0,6,,,
S,2016-01-10T23:00:00Z,S,0,6,,,
S,2016-01-11T05:00:00Z,S,0,6,,,
S,2016-01-11T11:00:00Z,S,0,6,,,
S,2016-01-11T17:00:00Z,S,0,6,,,
S,2016-01-11T23:00:00Z,S,1,6,,,
S,2016-01-12T05:00:00Z,S,4,6,,,
S,2016-01-12T11:00:00Z,S,0,6,,,
S,2016-01-12T17:00:00Z,S,0,6,,,
S,2016-01-12T23:00:00Z,S,0,6,,,
S,2016-01-13T05:00:00Z,S,0,6,,,
S,2016-01-13T11:00:00Z,S,0,6,,,
S,2016-01-13T17:00:00Z,S,0,6,,,
S,2016-01-13T23:00:00Z,S,0,6,,,
S,2016-01-14T05:00:00Z,S,0,6,,,
S,2016-01-14T11:00:00Z,S,0,6,,,
S,2016-01-14T17:00:00Z,S,0,6,,,
S,2016-01-14T23:00:00Z,S,0,6,,,
S,2016-01-15T05:00:00Z,S,0,6,,,
S,2016-01-15T11:00:00Z,S,0,6,,,
S,2016-01-15T17:00:00Z,S,0,6,,,
S,2016-01-15T23:00:00Z,S,0,6,,,
S,2016-01-16T05:00:00Z,S,0,6,,,
S,2016-01-16T11:00:00Z,S,0,6,,,
S,2016-01-16T17:00:00Z,S,0,6,,,
S,2016-01-16T23:00:00Z,S,0,6,,,
S,2016-01-17T05:00:00Z,S,0,6,,,
S,2016-01-17T11:00:00Z,S,0,6,,,
S,2016-01-17T17:00:00Z,S,0,6,,,
S,2016-01-17T23:00:00Z,S,0,6,,,
S,2016-01-18T05:00:00Z,S,6,6,,,
S,2016-01-18T11:00:00Z,S,5,6,,,
S,2016-01-18T17:00:00Z,S,0,6,,,
S,2016-01-18T23:00:00Z,S,0,6,,,
S,2016-01-19T05:00:00Z,S,0,6,,,
S,2016-01-19T11:00:00Z,S,0,6,,,
S,2016-01-19T17:00:00Z,S,0,6,,,
S,2016-01-19T23:00:00Z,S,0,6,,,
S,2016-01-20T05:00:00Z,S,0,6,,,
S,2016-01-20T11:00:00Z,S,0,6,,,
S,2016-01-20T17:00:00Z,S,0,6,,,
S,2016-01-20T23:00:00Z,S,0,6,,,
S,2016-01-21T05:00:00Z,S,0,6,,,
S,2016-01-21T11:00:00Z,S,0,6,,,
S,2016-01-21T17:00:00Z,S,0,6,,,
S,2016-01-21T23:00:00Z,S,0,6,,,
S,2016-01-22T05:00:00Z,S,0,6,,,
S,2016-01-22T11:00:00Z,S,0,6,,,
S,2016-01-22T17:00:00Z,S,0,6,,,
S,2016-01-22T23:00:00Z,S,0,6,,,
S,2016-01-23T05:00:00Z,S,0,6,,,
S,2016-01-23T11:00:00Z,S,0,6,,,
S,2016-01-23T17:00:00Z,S,0,6,,,
S,2016-01-23T23:00:00Z,S,0,6,,,
S,2016-01-24T05:00:00Z,S,0,6,,,
S,2016-01-24T11:00:00Z,S,0,6,,,
S,2016-01-24T17:00:00Z,S,0,6,,,
S,2016-01-24T23:00:00Z,S,0,6,,,
S,2016-01-25T05:00:00Z,S,0,6,,,
S,2016-01-25T11:00:00Z,S,0,6,,,
S,2016-01-25T17:00:00Z,S,0,6,,,
S,2016-01-25T23:00:00Z,S,0,6,,,
S,2016-01-26T05:00:00Z,S,0,6,,,
S,2016-01-26T11:00:00Z,S,0,6,,,
S,2016-01-26T17:00:00Z,S,0,6,,,
S,2016-01-26T23:00:00Z,S,0.4,6,,,
S,2016-01-27T05:00:00Z,S,37,6,,,
S,2016-01-27T11:00:00Z,S,16,6,,,
S,2016-01-27T17:00:00Z,S,0,6,,,
S,2016-01-27T23:00:00Z,S,1,6,,,
S,2016-01-28T05:00:00Z,S,0,6,,,
S,2016-01-28T11:00:00Z,S,0,6,,,
S,2016-01-28T17:00:00Z,S,0.2,6,,,
S,2016-01-28T23:00:00Z,S,0.4,6,,,
S,2016-01-29T05:00:00Z,S,0,6,,,
S,2016-01-29T11:00:00Z,S,0,6,,,
S,2016-01-29T17:00:00Z,S,0,6,,,
S,2016-01-29T23:00:00Z,S,0,6,,,
S,2016-01-30T05:00:00Z,S,0,6,,,
S,2016-01-30T11:00:00Z,S,0,6,,,
S,2016-01-30T17:00:00Z,S,0,6,,,
S,2016-01-30T23:00:00Z,S,0,6,,,
S,2016-01-31T05:00:00Z,S,0.8,6,,,
S,2016-01-31T11:00:00Z,S,0.2,6,,,
S,2016-01-31T17:00:00Z,S,0,6,,,
S,2016-01-31T23:00:00Z,S,0,6,,,
S,2016-02-01T05:00:00Z,S,0,6,,,
S,2016-02-01T11:00:00Z,S,0,6,,,
S,2016-02-01T17:00:00Z,S,0,6,,,
S,2016-02-01T23:00:00Z,S,0,6,,,
S,2016-02-02T05:00:00Z,S,0,6,,,
S,2016-02-02T11:00:00Z,S,0,6,,,
S,2016-02-02T17:00:00Z,S,0,6,,,
S,2016-02-02T23:00:00Z,S,0,6,,,
S,2016-02-03T05:00:00Z,S,0,6,,,
S,2016-02-03T11:00:00Z,S,0,6,,,
S,2016-02-03T17:00:00Z,S,0,6,,,
S,2016-02-03T23:00:00Z,S,0,6,,,
S,2016-02-04T05:00:00Z,S,0,6,,,
S,2016-02-04T11:00:00Z,S,0,6,,,
S,2016-02-04T17:00:00Z,S,0.2,6,,,
S,2016-02-04T23:00:00Z,S,0,6,,,
S,2016-02-05T05:00:00Z,S,2,6,,,
S,2016-02-05T11:00:00Z,S,0.4,6,,,
S,2016-02-05T17:00:00Z,S,0.8,6,,,
S,2016-02-05T23:00:00Z,S,4,6,,,
S,2016-02-06T05:00:00Z,S,2,6,,,
S,2016-02-06T11:00:00Z,S,0,6,,,
S,2016-02-06T17:00:00Z,S,0,6,,,
S,2016-02-06T23:00:00Z,S,0,6,,,
S,2016-02-07T05:00:00Z,S,0,6,,,
S,2016-02-07T11:00:00Z,S,0,6,,,
S,2016-02-07T17:00:00Z,S,0,6,,,
S,2016-02-07T23:00:00Z,S,0,6,,,
S,2016-02-08T05:00:00Z,S,0,6,,,
S,2016-02-08T11:00:00Z,S,0,6,,,
S,2016-02-08T17:00:00Z,S,0,6,,,
S,2016-02-08T23:00:00Z,S,0,6,,,
S,2016-02-09T05:00:00Z,S,0,6,,,
S,2016-02-09T11:00:00Z,S,0,6,,,
S,2016-02-09T17:00:00Z,S,0,6,,,
S,2016-02-09T23:00:00Z,S,0,6,,,
S,2016-02-10T05:00:00Z,S,11,6,,,
S,2016-02-10T11:00:00Z,S,0,6,,,
S,2016-02-10T17:00:00Z,S,0,6,,,
S,2016-02-10T23:00:00Z,S,0,6,,,
S,2016-02-11T05:00:00Z,S,0,6,,,
S,2016-02-11T11:00:00Z,S,0,6,,,
S,2016-02-11T17:00:00Z,S,0.2,6,,,
S,2016-02-11T23:00:00Z,S,0,6,,,
S,2016-02-12T05:00:00Z,S,0,6,,,
S,2016-02-12T11:00:00Z,S,0,6,,,
S,2016-02-12T17:00:00Z,S,0,6,,,
S,2016-02-12T23:00:00Z,S,0,6,,,
S,2016-02-13T05:00:00Z,S,0,6,,,
S,2016-02-13T11:00:00Z,S,0,6,,,
S,2016-02-13T17:00:00Z,S,0,6,,,
S,2016-02-13T23:00:00Z,S,0,6,,,
S,2016-02-14T05:00:00Z,S,0,6,,,
S,2016-02-14T11:00:00Z,S,0,6,,,
S,2016-02-14T17:00:00Z,S,0,6,,,
S,2016-02-14T23:00:00Z,S,0,6,,,
S,2016-02-15T05:00:00Z,S,0,6,,,
S,2016-02-15T11:00:00Z,S,0,6,,,
S,2016-02-15T17:00:00Z,S,0,6,,,
S,2016-02-15T23:00:00Z,S,0,6,,,
S,2016-02-16T05:00:00Z,S,0,6,,,
S,2016-02-16T11:00:00Z,S,2,6,,,
S,2016-02-16T23:00:00Z,S,7,6,,,
S,2016-02-17T05:00:00Z,S,2,6,,,
S,2016-02-17T11:00:00Z,S,5,6,,,
S,2016-02-17T17:00:00Z,S,7,6,,,
S,2016-02-17T23:00:00Z,S,0.2,6,,,
S,2016-02-18T05:00:00Z,S,5,6,,,
S,2016-02-18T11:00:00Z,S,0.4,6,,,
S,2016-02-18T17:00:00Z,S,0.2,6,,,
S,2016-02-18T23:00:00Z,S,0,6,,,
S,2016-02-19T05:00:00Z,S,0,6,,,
S,2016-02-19T11:00:00Z,S,0,6,,,
S,2016-02-19T17:00:00Z,S,0,6,,,
S,2016-02-19T23:00:00Z,S,0,6,,,
S,2016-02-20T05:00:00Z,S,0,6,,,
S,2016-02-20T11:00:00Z,S,0,6,,,
S,2016-02-20T17:00:00Z,S,0,6,,,
S,2016-02-20T23:00:00Z,S,0,6,,,
S,2016-02-21T05:00:00Z,S,0,6,,,
S,2016-02-21T11:00:00Z,S,0,6,,,
S,2016-02-21T17:00:00Z,S,0,6,,,
S,2016-02-21T23:00:00Z,S,0,6,,,
S,2016-02-22T05:00:00Z,S,0,6,,,
S,2016-02-22T11:00:00Z,S,0,6,,,
S,2016-02-22T17:00:00Z,S,0,6,,,
S,2016-02-22T23:00:00Z,S,0,6,,,
S,2016-02-23T05:00:00Z,S,0,6,,,
S,2016-02-23T11:00:00Z,S,0,6,,,
S,2016-02-23T17:00:00Z,S,0,6,,,
S,2016-02-23T23:00:00Z,S,0,6,,,
S,2016-02-24T05:00:00Z,S,0,6,,,
S,2016-02-24T11:00:00Z,S,0,6,,,
S,2016-02-24T17:00:00Z,S,0,6,,,
S,2016-02-24T23:00:00Z,S,0,6,,,
S,2016-02-25T05:00:00Z,S,0,6,,,
S,2016-02-25T11:00:00Z,S,0,6,,,
S,2016-02-25T17:00:00Z,S,0,6,,,
S,2016-02-26T05:00:00Z,S,0,6,,,
S,2016-02-26T11:00:00Z,S,0,6,,,
S,2016-02-26T17:00:00Z,S,0,6,,,
S,2016-02-26T23:00:00Z,S,0,6,,,
S,2016-02-27T05:00:00Z,S,3,6,,,
S,2016-02-27T11:00:00Z,S,9,6,,,
S,2016-02-27T17:00:00Z,S,0,6,,,
S,2016-02-27T23:00:00Z,S,0,6,,,
S,2016-02-28T05:00:00Z,S,0,6,,,
S,2016-02-28T11:00:00Z,S,0.8,6,,,
S,2016-02-28T17:00:00Z,S,0,6,,,
S,2016-02-28T23:00:00Z,S,13,6,,,
S,2016-02-29T05:00:00Z,S,23,6,,,
S,2016-02-29T11:00:00Z,S,3,6,,,
S,2016-02-29T17:00:00Z,S,2,6,,,
S,2016-02-29T23:00:00Z,S,0,6,,,
S,2016-03-01T05:00:00Z,S,0,6,,,
S,2016-03-01T11:00:00Z,S,0,6,,,
S,2016-03-01T17:00:00Z,S,0,6,,,
S,2016-03-01T23:00:00Z,S,0,6,,,
S,2016-03-02T05:00:00Z,S,0,6,,,
S,2016-03-02T11:00:00Z,S,0,6,,,
S,2016-03-02T17:00:00Z,S,0,6,,,
S,2016-03-02T23:00:00Z,S,0,6,,,
S,2016-03-03T05:00:00Z,S,0,6,,,
S,2016-03-03T11:00:00Z,S,0,6,,,
S,2016-03-03T17:00:00Z,S,0,6,,,
S,2016-03-03T23:00:00Z,S,0,6,,,
S,2016-03-04T05:00:00Z,S,0,6,,,
S,2016-03-04T11:00:00Z,S,0,6,,,
S,2016-03-04T17:00:00Z,S,0,6,,,
S,2016-03-04T23:00:00Z,S,0,6,,,
S,2016-03-05T05:00:00Z,S,0,6,,,
S,2016-03-05T11:00:00Z,S,0,6,,,
S,2016-03-05T17:00:00Z,S,0,6,,,
S,2016-03-05T23:00:00Z,S,0,6,,,
S,2016-03-06T05:00:00Z,S,0,6,,,
S,2016-03-06T11:00:00Z,S,0,6,,,
S,2016-03-06T17:00:00Z,S,0,6,,,
S,2016-03-06T23:00:00Z,S,0,6,,,
S,2016-03-07T05:00:00Z,S,0,6,,,
S,2016-03-07T11:00:00Z,S,0,6,,,
S,2016-03-07T17:00:00Z,S,0,6,,,
S,2016-03-07T23:00:00Z,S,0,6,,,
S,2016-03-08T05:00:00Z,S,0,6,,,
S,2016-03-08T11:00:00Z,S,0,6,,,
S,2016-03-08T17:00:00Z,S,1,6,,,
S,2016-03-08T23:00:00Z,S,0,6,,,
S,2016-03-09T05:00:00Z,S,0,6,,,
S,2016-03-09T11:00:00Z,S,0,6,,,
S,2016-03-09T17:00:00Z,S,0,6,,,
S,2016-03-09T23:00:00Z,S,0,6,,,
S,2016-03-10T05:00:00Z,S,0,6,,,
S,2016-03-10T11:00:00Z,S,0,6,,,
S,2016-03-10T17:00:00Z,S,0,6,,,
S,2016-03-10T23:00:00Z,S,2,6,,,
S,2016-03-11T05:00:00Z,S,0,6,,,
S,2016-03-11T11:00:00Z,S,0,6,,,
S,2016-03-11T17:00:00Z,S,0,6,,,
S,2016-03-11T23:00:00Z,S,0,6,,,
S,2016-03-12T05:00:00Z,S,0,6,,,
S,2016-03-12T11:00:00Z,S,0,6,,,
S,2016-03-12T17:00:00Z,S,0,6,,,
S,2016-03-12T23:00:00Z,S,0,6,,,
S,2016-03-13T05:00:00Z,S,0,6,,,
S,2016-03-13T11:00:00Z,S,0,6,,,
S,2016-03-13T17:00:00Z,S,0,6,,,
S,2016-03-13T23:00:00Z,S,0,6,,,
S,2016-03-14T05:00:00Z,S,0,6,,,
S,2016-03-14T11:00:00Z,S,0,6,,,
S,2016-03-14T17:00:00Z,S,0,6,,,
S,2016-03-14T23:00:00Z,S,0,6,,,
S,2016-03-15T05:00:00Z,S,0,6,,,
S,2016-03-15T11:00:00Z,S,2,6,,,
S,2016-03-15T17:00:00Z,S,7,6,,,
S,2016-03-15T23:00:00Z,S,0.2,6,,,
S,2016-03-16T05:00:00Z,S,0,6,,,
S,2016-03-16T11:00:00Z,S,0,6,,,
S,2016-03-16T17:00:00Z,S,0,6,,,
S,2016-03-16T23:00:00Z,S,0,6,,,
S,2016-03-17T05:00:00Z,S,1,6,,,
S,2016-03-17T11:00:00Z,S,0.2,6,,,
S,2016-03-17T17:00:00Z,S,0,6,,,
S,2016-03-17T23:00:00Z,S,0.2,6,,,
S,2016-03-18T05:00:00Z,S,0.2,6,,,
S,2016-03-18T11:00:00Z,S,0,6,,,
S,2016-03-18T17:00:00Z,S,0,6,,,
S,2016-03-18T23:00:00Z,S,0,6,,,
S,2016-03-19T05:00:00Z,S,0,6,,,
S,2016-03-19T11:00:00Z,S,0,6,,,
S,2016-03-19T17:00:00Z,S,0,6,,,
S,2016-03-19T23:00:00Z,S,0,6,,,
S,2016-03-20T05:00:00Z,S,0,6,,,
S,2016-03-20T11:00:00Z,S,0,6,,,
S,2016-03-20T17:00:00Z,S,0,6,,,
S,2016-03-20T23:00:00Z,S,0,6,,,
S,2016-03-21T05:00:00Z,S,0,6,,,
S,2016-03-21T11:00:00Z,S,0,6,,,
S,2016-03-21T17:00:00Z,S,0,6,,,
S,2016-03-21T23:00:00Z,S,0,6,,,
S,2016-03-22T05:00:00Z,S,0,6,,,
S,2016-03-22T11:00:00Z,S,0,6,,,
S,2016-03-22T17:00:00Z,S,0.4,6,,,
S,2016-03-22T23:00:00Z,S,0.2,6,,,
S,2016-03-23T05:00:00Z,S,0.6,6,,,
S,2016-03-23T11:00:00Z,S,2,6,,,
S,2016-03-23T17:00:00Z,S,2,6,,,
S,2016-03-23T23:00:00Z,S,4,6,,,
S,2016-03-24T05:00:00Z,S,0,6,,,
S,2016-03-24T11:00:00Z,S,3,6,,,
S,2016-03-24T17:00:00Z,S,0.2,6,,,
S,2016-03-24T23:00:00Z,S,0,6,,,
S,2016-03-25T05:00:00Z,S,0,6,,,
S,2016-03-25T11:00:00Z,S,0,6,,,
S,2016-03-25T17:00:00Z,S,0,6,,,
S,2016-03-25T23:00:00Z,S,0,6,,,
S,2016-03-26T05:00:00Z,S,0,6,,,
S,2016-03-26T11:00:00Z,S,0,6,,,
S,2016-03-26T17:00:00Z,S,0,6,,,
S,2016-03-26T23:00:00Z,S,0,6,,,
S,2016-03-27T05:00:00Z,S,0,6,,,
S,2016-03-27T11:00:00Z,S,0,6,,,
S,2016-03-27T17:00:00Z,S,0,6,,,
S,2016-03-27T23:00:00Z,S,0,6,,,
S,2016-03-28T05:00:00Z,S,0,6,,,
S,2016-03-28T11:00:00Z,S,0,6,,,
S,2016-03-28T17:00:00Z,S,0,6,,,
S,2016-03-28T23:00:00Z,S,0,6,,,
S,2016-03-29T05:00:00Z,S,0,6,,,
S,2016-03-29T11:00:00Z,S,0,6,,,
S,2016-03-29T17:00:00Z,S,0,6,,,
S,2016-03-29T23:00:00Z,S,0,6,,,
S,2016-03-30T05:00:00Z,S,0,6,,,
S,2016-03-30T11:00:00Z,S,0,6,,,
S,2016-03-30T17:00:00Z,S,0,6,,,
S,2016-03-30T23:00:00Z,S,0,6,,,
S,2016-03-31T05:00:00Z,S,0,6,,,
S,2016-03-31T11:00:00Z,S,0,6,,,
S,2016-03-31T17:00:00Z,S,0,6,,,
S,2016-03-31T23:00:00Z,S,0,6,,,
S,2016-04-01T05:00:00Z,S,0.4,6,,,
S,2016-04-01T11:00:00Z,S,2,6,,,
S,2016-04-01T17:00:00Z,S,1,6,,,
S,2016-04-01T23:00:00Z,S,0.6,6,,,
S,2016-04-02T05:00:00Z,S,2,6,,,
S,2016-04-02T11:00:00Z,S,0,6,,,
S,2016-04-02T18:00:00Z,S,0.2,6,,,
S,2016-04-03T00:00:00Z,S,0,6,,,
S,2016-04-03T06:00:00Z,S,0.2,6,,,
S,2016-04-03T12:00:00Z,S,0.8,6,,,
S,2016-04-03T18:00:00Z,S,0,6,,,
S,2016-04-04T00:00:00Z,S,0.2,6,,,
S,2016-04-04T06:00:00Z,S,0,6,,,
S,2016-04-04T12:00:00Z,S,0,6,,,
S,2016-04-04T18:00:00Z,S,0,6,,,
S,2016-04-05T00:00:00Z,S,0,6,,,
S,2016-04-05T06:00:00Z,S,0,6,,,
S,2016-04-05T12:00:00Z,S,0,6,,,
S,2016-04-05T18:00:00Z,S,0,6,,,
S,2016-04-06T00:00:00Z,S,0,6,,,
S,2016-04-06T06:00:00Z,S,0,6,,,
S,2016-04-06T12:00:00Z,S,0,6,,,
S,2016-04-06T18:00:00Z,S,0,6,,,
S,2016-04-07T00:00:00Z,S,0,6,,,
S,2016-04-07T06:00:00Z,S,0,6,,,
S,2016-04-07T12:00:00Z,S,0,6,,,
S,2016-04-07T18:00:00Z,S,0,6,,,
S,2016-04-08T00:00:00Z,S,0,6,,,
S,2016-04-08T06:00:00Z,S,0.2,6,,,
S,2016-04-08T12:00:00Z,S,0,6,,,
S,2016-04-08T18:00:00Z,S,0,6,,,
S,2016-04-09T00:00:00Z,S,0,6,,,
S,2016-04-09T06:00:00Z,S,0,6,,,
S,2016-04-09T12:00:00Z,S,0,6,,,
S,2016-04-09T18:00:00Z,S,0,6,,,
S,2016-04-10T00:00:00Z,S,0.2,6,,,
S,2016-04-10T06:00:00Z,S,0.4,6,,,
S,2016-04-10T12:00:00Z,S,0,6,,,
S,2016-04-10T18:00:00Z,S,0.2,6,,,
S,2016-04-11T00:00:00Z,S,0,6,,,
S,2016-04-11T06:00:00Z,S,0,6,,,
S,2016-04-11T12:00:00Z,S,0,6,,,
S,2016-04-11T18:00:00Z,S,0,6,,,
S,2016-04-12T00:00:00Z,S,0,6,,,
S,2016-04-12T06:00:00Z,S,0,6,,,
S,2016-04-12T12:00:00Z,S,0,6,,,
S,2016-04-12T18:00:00Z,S,8,6,,,
S,2016-04-13T00:00:00Z,S,0,6,,,
S,2016-04-13T06:00:00Z,S,0,6,,,
S,2016-04-13T12:00:00Z,S,0,6,,,
S,2016-04-13T18:00:00Z,S,0,6,,,
S,2016-04-14T00:00:00Z,S,0,6,,,
S,2016-04-14T06:00:00Z,S,0,6,,,
S,2016-04-14T12:00:00Z,S,0,6,,,
S,2016-04-14T18:00:00Z,S,0,6,,,
S,2016-04-15T00:00:00Z,S,0.2,6,,,
S,2016-04-15T06:00:00Z,S,0,6,,,
S,2016-04-15T12:00:00Z,S,0,6,,,
S,2016-04-15T18:00:00Z,S,0,6,,,
S,2016-04-16T00:00:00Z,S,0,6,,,
S,2016-04-16T06:00:00Z,S,0,6,,,
S,2016-04-16T12:00:00Z,S,0,6,,,
S,2016-04-16T18:00:00Z,S,2,6,,,
S,2016-04-17T00:00:00Z,S,3,6,,,
S,2016-04-17T06:00:00Z,S,7,6,,,
S,2016-04-17T12:00:00Z,S,0.2,6,,,
S,2016-04-17T18:00:00Z,S,0,6,,,
S,2016-04-18T00:00:00Z,S,0.2,6,,,
S,2016-04-18T06:00:00Z,S,0,6,,,
S,2016-04-18T12:00:00Z,S,0,6,,,
S,2016-04-18T18:00:00Z,S,0,6,,,
S,2016-04-19T00:00:00Z,S,0,6,,,
S,2016-04-19T06:00:00Z,S,0,6,,,
S,2016-04-19T12:00:00Z,S,0,6,,,
S,2016-04-19T18:00:00Z,S,0,6,,,
S,2016-04-20T00:00:00Z,S,0,6,,,
S,2016-04-20T06:00:00Z,S,0,6,,,
S,2016-04-20T12:00:00Z,S,0,6,,,
S,2016-04-20T18:00:00Z,S,0,6,,,
S,2016-04-21T00:00:00Z,S,0,6,,,
S,2016-04-21T06:00:00Z,S,0,6,,,
S,2016-04-21T12:00:00Z,S,0,6,,,
S,2016-04-21T18:00:00Z,S,0,6,,,
S,2016-04-22T00:00:00Z,S,0,6,,,
S,2016-04-22T06:00:00Z,S,0,6,,,
S,2016-04-22T12:00:00Z,S,0,6,,,
S,2016-04-22T18:00:00Z,S,0,6,,,
S,2016-04-23T00:00:00Z,S,0,6,,,
S,2016-04-23T06:00:00Z,S,0,6,,,
S,2016-04-23T12:00:00Z,S,0,6,,,
S,2016-04-23T18:00:00Z,S,0,6,,,
S,2016-04-24T00:00:00Z,S,3,6,,,
S,2016-04-24T06:00:00Z,S,0.8,6,,,
S,2016-04-24T12:00:00Z,S,0,6,,,
S,2016-04-24T18:00:00Z,S,0,6,,,
S,2016-04-25T00:00:00Z,S,0,6,,,
S,2016-04-25T06:00:00Z,S,0,6,,,
S,2016-04-25T12:00:00Z,S,0,6,,,
S,2016-04-25T18:00:00Z,S,0,6,,,
S,2016-04-26T00:00:00Z,S,0,6,,,
S,2016-04-26T06:00:00Z,S,0,6,,,
