Frequency [D/H],Observation time UTC,Data Source (rainfall),Rainfall [mm],PERIOD [hrs],Deficit [mm],Runoff [mm],Data source (water balance)
S,2023-01-15T17:00:00Z,S,0,6,,,
S,2023-01-15T23:00:00Z,S,0,6,,,
S,2023-01-16T05:00:00Z,S,0,6,,,
S,2023-01-16T11:00:00Z,S,0,6,,,
S,2023-01-16T17:00:00Z,S,0,6,,,
S,2023-01-16T23:00:00Z,S,0,6,,,
S,2023-01-17T05:00:00Z,S,0,6,,,
S,2023-01-17T11:00:00Z,S,0.5,6,,,
S,2023-01-17T17:00:00Z,S,4,6,,,
S,2023-01-17T23:00:00Z,S,0.1,6,,,
S,2023-01-18T05:00:00Z,S,0,6,,,
S,2023-01-18T11:00:00Z,S,0,6,,,
S,2023-01-18T17:00:00Z,S,0,6,,,
S,2023-01-18T23:00:00Z,S,0,6,,,
S,2023-01-19T05:00:00Z,S,0,6,,,
S,2023-01-19T11:00:00Z,S,0,6,,,
S,2023-01-19T17:00:00Z,S,0,6,,,
S,2023-01-19T23:00:00Z,S,0,6,,,
S,2023-01-20T05:00:00Z,S,0,6,,,
S,2023-01-20T11:00:00Z,S,0.3,6,,,
S,2023-01-20T17:00:00Z,S,0,6,,,
S,2023-01-20T23:00:00Z,S,0,6,,,
S,2023-01-21T05:00:00Z,S,0,6,,,
S,2023-01-21T11:00:00Z,S,0,6,,,
S,2023-01-21T17:00:00Z,S,0,6,,,
S,2023-01-21T23:00:00Z,S,0,6,,,
S,2023-01-22T05:00:00Z,S,0,6,,,
S,2023-01-22T11:00:00Z,S,0,6,,,
S,2023-01-22T17:00:00Z,S,0,6,,,
S,2023-01-22T23:00:00Z,S,0,6,,,
S,2023-01-23T05:00:00Z,S,0,6,,,
S,2023-01-23T11:00:00Z,S,0,6,,,
S,2023-01-23T17:00:00Z,S,0,6,,,
S,2023-01-23T23:00:00Z,S,3,6,,,
S,2023-01-24T05:00:00Z,S,0,6,,,
S,2023-01-24T11:00:00Z,S,0,6,,,
S,2023-01-24T17:00:00Z,S,0,6,,,
S,2023-01-24T23:00:00Z,S,0,6,,,
S,2023-01-25T05:00:00Z,S,0,6,,,
S,2023-01-25T11:00:00Z,S,0,6,,,
S,2023-01-25T17:00:00Z,S,0,6,,,
S,2023-01-25T23:00:00Z,S,0,6,,,
S,2023-01-26T11:00:00Z,S,1,6,,,
S,2023-01-26T17:00:00Z,S,15,6,,,
S,2023-01-26T23:00:00Z,S,34,6,,,
S,2023-01-27T05:00:00Z,S,116,6,,,
S,2023-01-27T11:00:00Z,S,64,6,,,
S,2023-01-27T17:00:00Z,S,0.1,6,,,
S,2023-01-28T11:00:00Z,S,0,6,,,
S,2023-01-28T17:00:00Z,S,0,6,,,
S,2023-01-28T23:00:00Z,S,0.1,6,,,
S,2023-01-29T05:00:00Z,S,8,6,,,
S,2023-01-29T11:00:00Z,S,17,6,,,
S,2023-01-29T17:00:00Z,S,17,6,,,
S,2023-01-30T11:00:00Z,S,0,6,,,
S,2023-01-30T17:00:00Z,S,1,6,,,
S,2023-01-30T23:00:00Z,S,7,6,,,
S,2023-01-31T05:00:00Z,S,0.2,6,,,
S,2023-01-31T11:00:00Z,S,6,6,,,
S,2023-01-31T17:00:00Z,S,23,6,,,
S,2023-01-31T23:00:00Z,S,13,6,,,
S,2023-02-01T05:00:00Z,S,0,6,,,
S,2023-02-01T11:00:00Z,S,0,6,,,
S,2023-02-01T17:00:00Z,S,0,6,,,
S,2023-02-01T23:00:00Z,S,0,6,,,
S,2023-02-02T05:00:00Z,S,0,6,,,
S,2023-02-02T11:00:00Z,S,0.4,6,,,
S,2023-02-02T17:00:00Z,S,0.6,6,,,
S,2023-02-02T23:00:00Z,S,6,6,,,
S,2023-02-03T05:00:00Z,S,4,6,,,
S,2023-02-03T11:00:00Z,S,0,6,,,
S,2023-02-03T17:00:00Z,S,0,6,,,
S,2023-02-03T23:00:00Z,S,0,6,,,
S,2023-02-04T05:00:00Z,S,0,6,,,
S,2023-02-04T11:00:00Z,S,0,6,,,
S,2023-02-04T17:00:00Z,S,0,6,,,
S,2023-02-04T23:00:00Z,S,0,6,,,
S,2023-02-05T05:00:00Z,S,0,6,,,
S,2023-02-05T11:00:00Z,S,6,6,,,
S,2023-02-05T17:00:00Z,S,2,6,,,
S,2023-02-05T23:00:00Z,S,3,6,,,
S,2023-02-06T05:00:00Z,S,0,6,,,
S,2023-02-06T11:00:00Z,S,0,6,,,
S,2023-02-06T17:00:00Z,S,0,6,,,
S,2023-02-06T23:00:00Z,S,0,6,,,
S,2023-02-07T05:00:00Z,S,0,6,,,
S,2023-02-07T11:00:00Z,S,0,6,,,
S,2023-02-07T17:00:00Z,S,0,6,,,
S,2023-02-07T23:00:00Z,S,0,6,,,
S,2023-02-08T05:00:00Z,S,0.1,6,,,
S,2023-02-08T11:00:00Z,S,0,6,,,
S,2023-02-08T17:00:00Z,S,0.4,6,,,
S,2023-02-08T23:00:00Z,S,0,6,,,
S,2023-02-09T11:00:00Z,S,0,6,,,
S,2023-02-09T17:00:00Z,S,0,6,,,
S,2023-02-10T17:00:00Z,S,3,6,,,
S,2023-02-11T17:00:00Z,S,21,6,,,
S,2023-02-12T17:00:00Z,S,1,6,,,
S,2023-02-13T11:00:00Z,S,35,6,,,
S,2023-02-13T17:00:00Z,S,38,6,,,
S,2023-02-13T23:00:00Z,S,1,6,,,
S,2023-02-14T11:00:00Z,S,0,6,,,
S,2023-02-14T17:00:00Z,S,0,6,,,
S,2023-02-15T17:00:00Z,S,4,6,,,
S,2023-02-16T17:00:00Z,S,0,6,,,
S,2023-02-16T23:00:00Z,S,0,6,,,
S,2023-02-17T11:00:00Z,S,0,6,,,
S,2023-02-17T17:00:00Z,S,0,6,,,
S,2023-02-17T23:00:00Z,S,0,6,,,
S,2023-02-18T05:00:00Z,S,0,6,,,
S,2023-02-18T11:00:00Z,S,0,6,,,
S,2023-02-18T17:00:00Z,S,0,6,,,
S,2023-02-18T23:00:00Z,S,0,6,,,
S,2023-02-19T05:00:00Z,S,0,6,,,
S,2023-02-19T11:00:00Z,S,0,6,,,
S,2023-02-19T17:00:00Z,S,0,6,,,
S,2023-02-19T23:00:00Z,S,0,6,,,
S,2023-02-20T05:00:00Z,S,0,6,,,
S,2023-02-20T11:00:00Z,S,0,6,,,
S,2023-02-20T17:00:00Z,S,0,6,,,
S,2023-02-20T23:00:00Z,S,0,6,,,
S,2023-02-21T05:00:00Z,S,0,6,,,
S,2023-02-21T11:00:00Z,S,0,6,,,
S,2023-02-21T17:00:00Z,S,0,6,,,
S,2023-02-21T23:00:00Z,S,0,6,,,
S,2023-02-22T05:00:00Z,S,0,6,,,
S,2023-02-22T11:00:00Z,S,0,6,,,
S,2023-02-22T17:00:00Z,S,0,6,,,
S,2023-02-22T23:00:00Z,S,0,6,,,
S,2023-02-23T05:00:00Z,S,0,6,,,
S,2023-02-23T11:00:00Z,S,0.2,6,,,
S,2023-02-23T17:00:00Z,S,5,6,,,
S,2023-02-23T23:00:00Z,S,10,6,,,
S,2023-02-24T05:00:00Z,S,81,6,,,
S,2023-02-24T11:00:00Z,S,26,6,,,
S,2023-02-24T17:00:00Z,S,12,6,,,
S,2023-02-24T23:00:00Z,S,0,6,,,
S,2023-02-25T05:00:00Z,S,0,6,,,
S,2023-02-25T11:00:00Z,S,0,6,,,
S,2023-02-25T17:00:00Z,S,0,6,,,
S,2023-02-25T23:00:00Z,S,0,6,,,
S,2023-02-26T05:00:00Z,S,0,6,,,
S,2023-02-26T11:00:00Z,S,0,6,,,
S,2023-02-26T17:00:00Z,S,3,6,,,
S,2023-02-26T23:00:00Z,S,0,6,,,
S,2023-02-27T05:00:00Z,S,1,6,,,
S,2023-02-27T11:00:00Z,S,0,6,,,
S,2023-02-27T17:00:00Z,S,0,6,,,
S,2023-02-27T23:00:00Z,S,0.6,6,,,
S,2023-02-28T05:00:00Z,S,4,6,,,
S,2023-02-28T11:00:00Z,S,0,6,,,
S,2023-02-28T17:00:00Z,S,0,6,,,
S,2023-02-28T23:00:00Z,S,0,6,,,
S,2023-03-01T05:00:00Z,S,0,6,,,
S,2023-03-01T11:00:00Z,S,0,6,,,
S,2023-03-01T17:00:00Z,S,0,6,,,
S,2023-03-01T23:00:00Z,S,0,6,,,
S,2023-03-02T05:00:00Z,S,0,6,,,
S,2023-03-02T11:00:00Z,S,0,6,,,
S,2023-03-02T17:00:00Z,S,0,6,,,
S,2023-03-02T23:00:00Z,S,0,6,,,
S,2023-03-03T05:00:00Z,S,0,6,,,
S,2023-03-03T11:00:00Z,S,0,6,,,
S,2023-03-03T17:00:00Z,S,0,6,,,
S,2023-03-03T23:00:00Z,S,0,6,,,
S,2023-03-04T05:00:00Z,S,0,6,,,
S,2023-03-04T11:00:00Z,S,0,6,,,
S,2023-03-04T17:00:00Z,S,0,6,,,
S,2023-03-04T23:00:00Z,S,0,6,,,
S,2023-03-05T05:00:00Z,S,0,6,,,
S,2023-03-05T11:00:00Z,S,0,6,,,
S,2023-03-05T17:00:00Z,S,0,6,,,
S,2023-03-05T23:00:00Z,S,0,6,,,
S,2023-03-06T05:00:00Z,S,0.1,6,,,
S,2023-03-06T11:00:00Z,S,0,6,,,
S,2023-03-06T17:00:00Z,S,0,6,,,
S,2023-03-06T23:00:00Z,S,0,6,,,
S,2023-03-07T05:00:00Z,S,0,6,,,
S,2023-03-07T11:00:00Z,S,0,6,,,
S,2023-03-07T17:00:00Z,S,0,6,,,
S,2023-03-07T23:00:00Z,S,0,6,,,
S,2023-03-08T05:00:00Z,S,0,6,,,
S,2023-03-08T11:00:00Z,S,0,6,,,
S,2023-03-08T17:00:00Z,S,0,6,,,
S,2023-03-08T23:00:00Z,S,0,6,,,
S,2023-03-09T05:00:00Z,S,0,6,,,
S,2023-03-09T11:00:00Z,S,0,6,,,
S,2023-03-09T17:00:00Z,S,0,6,,,
S,2023-03-10T23:00:00Z,S,0,6,,,
S,2023-03-11T05:00:00Z,S,0,6,,,
S,2023-03-11T11:00:00Z,S,0,6,,,
S,2023-03-11T17:00:00Z,S,0,6,,,
S,2023-03-12T23:00:00Z,S,2,6,,,
S,2023-03-13T05:00:00Z,S,0.8,6,,,
S,2023-03-13T11:00:00Z,S,2,6,,,
S,2023-03-13T17:00:00Z,S,0,6,,,
S,2023-03-14T23:00:00Z,S,0,6,,,
S,2023-03-15T05:00:00Z,S,0,6,,,
S,2023-03-15T11:00:00Z,S,0,6,,,
S,2023-03-15T17:00:00Z,S,0,6,,,
S,2023-03-15T23:00:00Z,S,0,6,,,
S,2023-03-16T05:00:00Z,S,0,6,,,
S,2023-03-16T11:00:00Z,S,3,6,,,
S,2023-03-16T17:00:00Z,S,3,6,,,
S,2023-03-16T23:00:00Z,S,0,6,,,
S,2023-03-17T05:00:00Z,S,3,6,,,
S,2023-03-17T11:00:00Z,S,7,6,,,
S,2023-03-17T17:00:00Z,S,11,6,,,
S,2023-03-17T23:00:00Z,S,0,6,,,
S,2023-03-18T05:00:00Z,S,0,6,,,
S,2023-03-18T11:00:00Z,S,0,6,,,
S,2023-03-18T17:00:00Z,S,0,6,,,
S,2023-03-18T23:00:00Z,S,0,6,,,
S,2023-03-19T05:00:00Z,S,0,6,,,
S,2023-03-19T11:00:00Z,S,0,6,,,
S,2023-03-19T17:00:00Z,S,0,6,,,
S,2023-03-19T23:00:00Z,S,0,6,,,
S,2023-03-20T05:00:00Z,S,0,6,,,
S,2023-03-20T11:00:00Z,S,0,6,,,
S,2023-03-20T17:00:00Z,S,0,6,,,
S,2023-03-20T23:00:00Z,S,0,6,,,
S,2023-03-21T05:00:00Z,S,13,6,,,
S,2023-03-21T11:00:00Z,S,1,6,,,
S,2023-03-21T17:00:00Z,S,3,6,,,
S,2023-03-21T23:00:00Z,S,0,6,,,
S,2023-03-22T05:00:00Z,S,0,6,,,
S,2023-03-22T11:00:00Z,S,0,6,,,
S,2023-03-22T17:00:00Z,S,0,6,,,
S,2023-03-22T23:00:00Z,S,0,6,,,
S,2023-03-23T05:00:00Z,S,0,6,,,
S,2023-03-23T11:00:00Z,S,0,6,,,
S,2023-03-23T17:00:00Z,S,0,6,,,
S,2023-03-23T23:00:00Z,S,0,6,,,
S,2023-03-24T05:00:00Z,S,0,6,,,
S,2023-03-24T11:00:00Z,S,0,6,,,
S,2023-03-24T17:00:00Z,S,0,6,,,
S,2023-03-24T23:00:00Z,S,0,6,,,
S,2023-03-25T05:00:00Z,S,0,6,,,
S,2023-03-25T11:00:00Z,S,0,6,,,
S,2023-03-25T17:00:00Z,S,0,6,,,
S,2023-03-25T23:00:00Z,S,0.1,6,,,
S,2023-03-26T05:00:00Z,S,0,6,,,
S,2023-03-26T11:00:00Z,S,0,6,,,
S,2023-03-26T17:00:00Z,S,0,6,,,
S,2023-03-26T23:00:00Z,S,0,6,,,
S,2023-03-27T05:00:00Z,S,0.1,6,,,
S,2023-03-27T11:00:00Z,S,0,6,,,
S,2023-03-27T17:00:00Z,S,0,6,,,
S,2023-03-27T23:00:00Z,S,0,6,,,
S,2023-03-28T05:00:00Z,S,0,6,,,
S,2023-03-28T11:00:00Z,S,0,6,,,
S,2023-03-28T17:00:00Z,S,1,6,,,
S,2023-03-28T23:00:00Z,S,0,6,,,
S,2023-03-29T05:00:00Z,S,0,6,,,
S,2023-03-29T11:00:00Z,S,0,6,,,
S,2023-03-29T17:00:00Z,S,0,6,,,
S,2023-03-29T23:00:00Z,S,0,6,,,
S,2023-03-30T05:00:00Z,S,0,6,,,
S,2023-03-30T11:00:00Z,S,0,6,,,
S,2023-03-30T17:00:00Z,S,0,6,,,
S,2023-03-30T23:00:00Z,S,0,6,,,
S,2023-03-31T05:00:00Z,S,0,6,,,
S,2023-03-31T11:00:00Z,S,0,6,,,
S,2023-03-31T17:00:00Z,S,0,6,,,
S,2023-03-31T23:00:00Z,S,0.6,6,,,
S,2023-04-01T05:00:00Z,S,5,6,,,
S,2023-04-01T11:00:00Z,S,0,6,,,
S,2023-04-01T18:00:00Z,S,0,6,,,
S,2023-04-02T00:00:00Z,S,0,6,,,
S,2023-04-02T06:00:00Z,S,0,6,,,
S,2023-04-02T12:00:00Z,S,0,6,,,
S,2023-04-02T18:00:00Z,S,0.3,6,,,
S,2023-04-03T00:00:00Z,S,0,6,,,
S,2023-04-03T06:00:00Z,S,0,6,,,
S,2023-04-03T12:00:00Z,S,0.1,6,,,
S,2023-04-03T18:00:00Z,S,0,6,,,
S,2023-04-04T00:00:00Z,S,0,6,,,
S,2023-04-04T06:00:00Z,S,0,6,,,
S,2023-04-04T12:00:00Z,S,0,6,,,
S,2023-04-04T18:00:00Z,S,0,6,,,
S,2023-04-05T00:00:00Z,S,0,6,,,
S,2023-04-05T06:00:00Z,S,0,6,,,
S,2023-04-05T12:00:00Z,S,0,6,,,
S,2023-04-05T18:00:00Z,S,0,6,,,
S,2023-04-06T00:00:00Z,S,0,6,,,
S,2023-04-06T06:00:00Z,S,6,6,,,
S,2023-04-06T12:00:00Z,S,6,6,,,
S,2023-04-06T18:00:00Z,S,0.3,6,,,
S,2023-04-07T00:00:00Z,S,0,6,,,
S,2023-04-07T06:00:00Z,S,0,6,,,
S,2023-04-07T12:00:00Z,S,0.3,6,,,
S,2023-04-07T18:00:00Z,S,0,6,,,
S,2023-04-08T00:00:00Z,S,0,6,,,
S,2023-04-08T06:00:00Z,S,0,6,,,
S,2023-04-08T12:00:00Z,S,0,6,,,
S,2023-04-08T18:00:00Z,S,0,6,,,
S,2023-04-09T00:00:00Z,S,0,6,,,
S,2023-04-09T06:00:00Z,S,0.6,6,,,
S,2023-04-09T12:00:00Z,S,2,6,,,
S,2023-04-09T18:00:00Z,S,0,6,,,
S,2023-04-10T00:00:00Z,S,0,6,,,
S,2023-04-10T06:00:00Z,S,0,6,,,
S,2023-04-10T12:00:00Z,S,0,6,,,
S,2023-04-10T18:00:00Z,S,0,6,,,
S,2023-04-11T00:00:00Z,S,0.2,6,,,
S,2023-04-11T06:00:00Z,S,1,6,,,
S,2023-04-11T12:00:00Z,S,1,6,,,
S,2023-04-11T18:00:00Z,S,0,6,,,
S,2023-04-12T00:00:00Z,S,4,6,,,
S,2023-04-12T06:00:00Z,S,4,6,,,
S,2023-04-12T12:00:00Z,S,0,6,,,
S,2023-04-12T18:00:00Z,S,0,6,,,
S,2023-04-13T00:00:00Z,S,0.7,6,,,
S,2023-04-13T06:00:00Z,S,0.1,6,,,
S,2023-04-13T12:00:00Z,S,0,6,,,
S,2023-04-13T18:00:00Z,S,7,6,,,
S,2023-04-14T00:00:00Z,S,0.6,6,,,
S,2023-04-14T06:00:00Z,S,0,6,,,
S,2023-04-14T12:00:00Z,S,0,6,,,
S,2023-04-14T18:00:00Z,S,0,6,,,
S,2023-04-15T00:00:00Z,S,0,6,,,
S,2023-04-15T06:00:00Z,S,0.1,6,,,
S,2023-04-15T12:00:00Z,S,0,6,,,
S,2023-04-15T18:00:00Z,S,0.1,6,,,
S,2023-04-16T00:00:00Z,S,0,6,,,
S,2023-04-16T06:00:00Z,S,0,6,,,
S,2023-04-16T12:00:00Z,S,0,6,,,
S,2023-04-16T18:00:00Z,S,0,6,,,
S,2023-04-17T00:00:00Z,S,0,6,,,
S,2023-04-17T06:00:00Z,S,0,6,,,
S,2023-04-17T12:00:00Z,S,0,6,,,
S,2023-04-17T18:00:00Z,S,0.4,6,,,
S,2023-04-18T00:00:00Z,S,0,6,,,
S,2023-04-18T06:00:00Z,S,0,6,,,
S,2023-04-18T12:00:00Z,S,0,6,,,
S,2023-04-18T18:00:00Z,S,0,6,,,
S,2023-04-19T00:00:00Z,S,0,6,,,
S,2023-04-19T06:00:00Z,S,0,6,,,
S,2023-04-19T12:00:00Z,S,0.9,6,,,
S,2023-04-19T18:00:00Z,S,0,6,,,
S,2023-04-20T00:00:00Z,S,0,6,,,
S,2023-04-20T06:00:00Z,S,0,6,,,
S,2023-04-20T12:00:00Z,S,0,6,,,
S,2023-04-20T18:00:00Z,S,0,6,,,
S,2023-04-21T00:00:00Z,S,0,6,,,
S,2023-04-21T06:00:00Z,S,10,6,,,
S,2023-04-21T12:00:00Z,S,4,6,,,
S,2023-04-21T18:00:00Z,S,3,6,,,
S,2023-04-22T00:00:00Z,S,4,6,,,
S,2023-04-22T06:00:00Z,S,0.5,6,,,
S,2023-04-22T12:00:00Z,S,0.1,6,,,
S,2023-04-22T18:00:00Z,S,0,6,,,
S,2023-04-23T00:00:00Z,S,0,6,,,
S,2023-04-23T06:00:00Z,S,0,6,,,
S,2023-04-23T12:00:00Z,S,0,6,,,
S,2023-04-23T18:00:00Z,S,0,6,,,
S,2023-04-24T00:00:00Z,S,2,6,,,
S,2023-04-24T06:00:00Z,S,0,6,,,
S,2023-04-24T12:00:00Z,S,0,6,,,
S,2023-04-24T18:00:00Z,S,0,6,,,
S,2023-04-25T00:00:00Z,S,0,6,,,
S,2023-04-25T06:00:00Z,S,0,6,,,
S,2023-04-25T12:00:00Z,S,0,6,,,
S,2023-04-25T18:00:00Z,S,0,6,,,
S,2023-04-26T00:00:00Z,S,0,6,,,
S,2023-04-26T06:00:00Z,S,0.5,6,,,
S,2023-04-26T12:00:00Z,S,0,6,,,
S,2023-04-26T18:00:00Z,S,0.6,6,,,
S,2023-04-27T00:00:00Z,S,0,6,,,
S,2023-04-27T06:00:00Z,S,0.1,6,,,
S,2023-04-27T12:00:00Z,S,0.2,6,,,
S,2023-04-27T18:00:00Z,S,1,6,,,
S,2023-04-28T00:00:00Z,S,0,6,,,
S,2023-04-28T06:00:00Z,S,0,6,,,
S,2023-04-28T12:00:00Z,S,0,6,,,
S,2023-04-28T18:00:00Z,S,0,6,,,
S,2023-04-29T00:00:00Z,S,0,6,,,
S,2023-04-29T06:00:00Z,S,0,6,,,
S,2023-04-29T12:00:00Z,S,0.4,6,,,
S,2023-04-29T18:00:00Z,S,0.7,6,,,
S,2023-04-30T00:00:00Z,S,1,6,,,
S,2023-04-30T06:00:00Z,S,8,6,,,
S,2023-04-30T12:00:00Z,S,2,6,,,
S,2023-04-30T18:00:00Z,S,15,6,,,
S,2023-05-01T00:00:00Z,S,10,6,,,
S,2023-05-01T06:00:00Z,S,0.9,6,,,
S,2023-05-01T12:00:00Z,S,2,6,,,
S,2023-05-01T18:00:00Z,S,0.2,6,,,
S,2023-05-02T00:00:00Z,S,0.1,6,,,
S,2023-05-02T06:00:00Z,S,0.2,6,,,
S,2023-05-02T12:00:00Z,S,0.1,6,,,
S,2023-05-02T18:00:00Z,S,0,6,,,
S,2023-05-03T00:00:00Z,S,0.6,6,,,
S,2023-05-03T06:00:00Z,S,0.8,6,,,
S,2023-05-03T12:00:00Z,S,9,6,,,
S,2023-05-03T18:00:00Z,S,6,6,,,
S,2023-05-04T00:00:00Z,S,0.8,6,,,
S,2023-05-04T06:00:00Z,S,8,6,,,
S,2023-05-04T12:00:00Z,S,43,6,,,
S,2023-05-04T18:00:00Z,S,0,6,,,
S,2023-05-05T00:00:00Z,S,2,6,,,
S,2023-05-05T06:00:00Z,S,1,6,,,
S,2023-05-05T12:00:00Z,S,0,6,,,
S,2023-05-05T18:00:00Z,S,0,6,,,
S,2023-05-06T00:00:00Z,S,0.4,6,,,
S,2023-05-06T06:00:00Z,S,1,6,,,
S,2023-05-06T12:00:00Z,S,0,6,,,
S,2023-05-06T18:00:00Z,S,0,6,,,
S,2023-05-07T00:00:00Z,S,0,6,,,
S,2023-05-07T06:00:00Z,S,0,6,,,
S,2023-05-07T12:00:00Z,S,1,6,,,
S,2023-05-07T18:00:00Z,S,5,6,,,
S,2023-05-08T00:00:00Z,S,0.7,6,,,
S,2023-05-08T06:00:00Z,S,4,6,,,
S,2023-05-08T12:00:00Z,S,0,6,,,
S,2023-05-08T18:00:00Z,S,0.2,6,,,
S,2023-05-09T00:00:00Z,S,74,6,,,
S,2023-05-09T06:00:00Z,S,16,6,,,
S,2023-05-09T12:00:00Z,S,23,6,,,
S,2023-05-09T18:00:00Z,S,0,6,,,
S,2023-05-10T00:00:00Z,S,2,6,,,
S,2023-05-10T06:00:00Z,S,0.8,6,,,
S,2023-05-10T12:00:00Z,S,1,6,,,
S,2023-05-10T18:00:00Z,S,4,6,,,
S,2023-05-11T00:00:00Z,S,3,6,,,
S,2023-05-11T06:00:00Z,S,3,6,,,
S,2023-05-11T12:00:00Z,S,3,6,,,
S,2023-05-11T18:00:00Z,S,0,6,,,
S,2023-05-12T00:00:00Z,S,0.1,6,,,
S,2023-05-12T06:00:00Z,S,0,6,,,
S,2023-05-12T12:00:00Z,S,0,6,,,
S,2023-05-12T18:00:00Z,S,0,6,,,
S,2023-05-13T00:00:00Z,S,0.1,6,,,
S,2023-05-13T06:00:00Z,S,0,6,,,
S,2023-05-13T12:00:00Z,S,0.1,6,,,
S,2023-05-13T18:00:00Z,S,0,6,,,
S,2023-05-14T00:00:00Z,S,0,6,,,
S,2023-05-14T06:00:00Z,S,0,6,,,
S,2023-05-14T12:00:00Z,S,1,6,,,
S,2023-05-14T18:00:00Z,S,1,6,,,
S,2023-05-15T00:00:00Z,S,5,6,,,
S,2023-05-15T06:00:00Z,S,0.2,6,,,
S,2023-05-15T12:00:00Z,S,0.8,6,,,
S,2023-05-15T18:00:00Z,S,1,6,,,
S,2023-05-16T00:00:00Z,S,0.2,6,,,
S,2023-05-16T06:00:00Z,S,1,6,,,
S,2023-05-16T12:00:00Z,S,0,6,,,
S,2023-05-16T18:00:00Z,S,0,6,,,
S,2023-05-17T00:00:00Z,S,0,6,,,
S,2023-05-17T06:00:00Z,S,0,6,,,
S,2023-05-17T12:00:00Z,S,0,6,,,
S,2023-05-17T18:00:00Z,S,0,6,,,
S,2023-05-18T00:00:00Z,S,0,6,,,
S,2023-05-18T06:00:00Z,S,0,6,,,
S,2023-05-18T12:00:00Z,S,3,6,,,
S,2023-05-18T18:00:00Z,S,13,6,,,
S,2023-05-19T00:00:00Z,S,4,6,,,
S,2023-05-19T06:00:00Z,S,3,6,,,
S,2023-05-19T12:00:00Z,S,0,6,,,
S,2023-05-19T18:00:00Z,S,0.2,6,,,
S,2023-05-20T00:00:00Z,S,8,6,,,
S,2023-05-20T06:00:00Z,S,4,6,,,
S,2023-05-20T12:00:00Z,S,2,6,,,
S,2023-05-20T18:00:00Z,S,0.1,6,,,
S,2023-05-21T00:00:00Z,S,2,6,,,
S,2023-05-21T06:00:00Z,S,2,6,,,
S,2023-05-21T12:00:00Z,S,0.3,6,,,
S,2023-05-21T18:00:00Z,S,0.9,6,,,
S,2023-05-22T00:00:00Z,S,0.9,6,,,
S,2023-05-22T06:00:00Z,S,0,6,,,
S,2023-05-22T12:00:00Z,S,0,6,,,
S,2023-05-22T18:00:00Z,S,1,6,,,
S,2023-05-23T00:00:00Z,S,0.2,6,,,
S,2023-05-23T06:00:00Z,S,0,6,,,
S,2023-05-23T12:00:00Z,S,0,6,,,
S,2023-05-23T18:00:00Z,S,0,6,,,
S,2023-05-24T00:00:00Z,S,0,6,,,
S,2023-05-24T06:00:00Z,S,0,6,,,
S,2023-05-24T12:00:00Z,S,0,6,,,
S,2023-05-24T18:00:00Z,S,0,6,,,
S,2023-05-25T00:00:00Z,S,0,6,,,
S,2023-05-25T06:00:00Z,S,0,6,,,
S,2023-05-25T12:00:00Z,S,0,6,,,
S,2023-05-25T18:00:00Z,S,0,6,,,
S,2023-05-26T00:00:00Z,S,0,6,,,
S,2023-05-26T06:00:00Z,S,0,6,,,
S,2023-05-26T12:00:00Z,S,0,6,,,
S,2023-05-26T18:00:00Z,S,0,6,,,
S,2023-05-27T00:00:00Z,S,0,6,,,
S,2023-05-27T06:00:00Z,S,0,6,,,
S,2023-05-27T12:00:00Z,S,3,6,,,
S,2023-05-27T18:00:00Z,S,0,6,,,
S,2023-05-28T00:00:00Z,S,0,6,,,
S,2023-05-28T06:00:00Z,S,0,6,,,
S,2023-05-28T12:00:00Z,S,4,6,,,
S,2023-05-28T18:00:00Z,S,14,6,,,
S,2023-05-29T00:00:00Z,S,11,6,,,
S,2023-05-29T06:00:00Z,S,4,6,,,
S,2023-05-29T12:00:00Z,S,0,6,,,
S,2023-05-29T18:00:00Z,S,0,6,,,
S,2023-05-30T00:00:00Z,S,0,6,,,
S,2023-05-30T06:00:00Z,S,0.7,6,,,
S,2023-05-30T12:00:00Z,S,0,6,,,
S,2023-05-30T18:00:00Z,S,1,6,,,
S,2023-05-31T00:00:00Z,S,0,6,,,
S,2023-05-31T06:00:00Z,S,0,6,,,
S,2023-05-31T12:00:00Z,S,0,6,,,
S,2023-05-31T18:00:00Z,S,0,6,,,
S,2023-06-01T00:00:00Z,S,2,6,,,
S,2023-06-01T06:00:00Z,S,1,6,,,
S,2023-06-01T12:00:00Z,S,0,6,,,
S,2023-06-01T18:00:00Z,S,0.2,6,,,
S,2023-06-02T00:00:00Z,S,0,6,,,
S,2023-06-02T06:00:00Z,S,0.9,6,,,
S,2023-06-02T12:00:00Z,S,0,6,,,
S,2023-06-02T18:00:00Z,S,0,6,,,
S,2023-06-03T00:00:00Z,S,0.2,6,,,
S,2023-06-03T06:00:00Z,S,0,6,,,
S,2023-06-03T12:00:00Z,S,0,6,,,
S,2023-06-03T18:00:00Z,S,0,6,,,
S,2023-06-04T00:00:00Z,S,0,6,,,
S,2023-06-04T06:00:00Z,S,0,6,,,
S,2023-06-04T12:00:00Z,S,0.5,6,,,
S,2023-06-04T18:00:00Z,S,0.4,6,,,
S,2023-06-05T00:00:00Z,S,0.8,6,,,
S,2023-06-05T06:00:00Z,S,3,6,,,
S,2023-06-05T12:00:00Z,S,0.1,6,,,
S,2023-06-05T18:00:00Z,S,2,6,,,
S,2023-06-06T00:00:00Z,S,2,6,,,
S,2023-06-06T06:00:00Z,S,0,6,,,
