Frequency [D/H],Observation time UTC,Data Source (rainfall),Rainfall [mm],PERIOD [hrs],Deficit [mm],Runoff [mm],Data source (water balance)
S,2020-10-31T17:00:00Z,S,0.4,6,,,
S,2020-10-31T23:00:00Z,S,0,6,,,
S,2020-11-01T05:00:00Z,S,0,6,,,
S,2020-11-01T11:00:00Z,S,0,6,,,
S,2020-11-01T17:00:00Z,S,0,6,,,
S,2020-11-01T23:00:00Z,S,0,6,,,
S,2020-11-02T05:00:00Z,S,0.5,6,,,
S,2020-11-02T11:00:00Z,S,0.4,6,,,
S,2020-11-02T17:00:00Z,S,0,6,,,
S,2020-11-02T23:00:00Z,S,0,6,,,
S,2020-11-03T05:00:00Z,S,0.4,6,,,
S,2020-11-03T11:00:00Z,S,7,6,,,
S,2020-11-03T17:00:00Z,S,0,6,,,
S,2020-11-03T23:00:00Z,S,0,6,,,
S,2020-11-04T05:00:00Z,S,0,6,,,
S,2020-11-04T11:00:00Z,S,0,6,,,
S,2020-11-04T17:00:00Z,S,3,6,,,
S,2020-11-04T23:00:00Z,S,15,6,,,
S,2020-11-05T05:00:00Z,S,27,6,,,
S,2020-11-05T11:00:00Z,S,1,6,,,
S,2020-11-05T17:00:00Z,S,4,6,,,
S,2020-11-05T23:00:00Z,S,0.1,6,,,
S,2020-11-06T05:00:00Z,S,0,6,,,
S,2020-11-06T11:00:00Z,S,0,6,,,
S,2020-11-06T17:00:00Z,S,0,6,,,
S,2020-11-06T23:00:00Z,S,0,6,,,
S,2020-11-07T05:00:00Z,S,0.7,6,,,
S,2020-11-07T11:00:00Z,S,28,6,,,
S,2020-11-07T17:00:00Z,S,0.7,6,,,
S,2020-11-07T23:00:00Z,S,1,6,,,
S,2020-11-08T05:00:00Z,S,0,6,,,
S,2020-11-08T11:00:00Z,S,0.7,6,,,
S,2020-11-08T17:00:00Z,S,0,6,,,
S,2020-11-08T23:00:00Z,S,0,6,,,
S,2020-11-09T05:00:00Z,S,0.4,6,,,
S,2020-11-09T11:00:00Z,S,2,6,,,
S,2020-11-09T17:00:00Z,S,0.5,6,,,
S,2020-11-09T23:00:00Z,S,0.7,6,,,
S,2020-11-10T05:00:00Z,S,11,6,,,
S,2020-11-10T11:00:00Z,S,0.8,6,,,
S,2020-11-10T17:00:00Z,S,0.8,6,,,
S,2020-11-10T23:00:00Z,S,0,6,,,
S,2020-11-11T05:00:00Z,S,0,6,,,
S,2020-11-11T11:00:00Z,S,0,6,,,
S,2020-11-11T17:00:00Z,S,0,6,,,
S,2020-11-11T23:00:00Z,S,0,6,,,
S,2020-11-12T05:00:00Z,S,0,6,,,
S,2020-11-12T11:00:00Z,S,0,6,,,
S,2020-11-12T17:00:00Z,S,0,6,,,
S,2020-11-12T23:00:00Z,S,0,6,,,
S,2020-11-13T05:00:00Z,S,0,6,,,
S,2020-11-13T11:00:00Z,S,0,6,,,
S,2020-11-13T17:00:00Z,S,0,6,,,
S,2020-11-13T23:00:00Z,S,0,6,,,
S,2020-11-14T05:00:00Z,S,0,6,,,
S,2020-11-14T11:00:00Z,S,0,6,,,
S,2020-11-14T17:00:00Z,S,0,6,,,
S,2020-11-14T23:00:00Z,S,0,6,,,
S,2020-11-15T05:00:00Z,S,0,6,,,
S,2020-11-15T11:00:00Z,S,0,6,,,
S,2020-11-15T17:00:00Z,S,0,6,,,
S,2020-11-15T23:00:00Z,S,0,6,,,
S,2020-11-16T05:00:00Z,S,0,6,,,
S,2020-11-16T11:00:00Z,S,0,6,,,
S,2020-11-16T17:00:00Z,S,0,6,,,
S,2020-11-16T23:00:00Z,S,0,6,,,
S,2020-11-17T05:00:00Z,S,0,6,,,
S,2020-11-17T11:00:00Z,S,0,6,,,
S,2020-11-17T17:00:00Z,S,0,6,,,
S,2020-11-17T23:00:00Z,S,1,6,,,
S,2020-11-18T05:00:00Z,S,0.2,6,,,
S,2020-11-18T11:00:00Z,S,0,6,,,
S,2020-11-18T17:00:00Z,S,0,6,,,
S,2020-11-18T23:00:00Z,S,0,6,,,
S,2020-11-19T05:00:00Z,S,0,6,,,
S,2020-11-19T11:00:00Z,S,0,6,,,
S,2020-11-19T17:00:00Z,S,0,6,,,
S,2020-11-19T23:00:00Z,S,0,6,,,
S,2020-11-20T05:00:00Z,S,0,6,,,
S,2020-11-20T11:00:00Z,S,0,6,,,
S,2020-11-20T17:00:00Z,S,0,6,,,
S,2020-11-20T23:00:00Z,S,0,6,,,
S,2020-11-21T05:00:00Z,S,0,6,,,
S,2020-11-21T11:00:00Z,S,0,6,,,
S,2020-11-21T17:00:00Z,S,0,6,,,
S,2020-11-21T23:00:00Z,S,1,6,,,
S,2020-11-22T05:00:00Z,S,0,6,,,
S,2020-11-22T11:00:00Z,S,0,6,,,
S,2020-11-22T17:00:00Z,S,0,6,,,
S,2020-11-22T23:00:00Z,S,0,6,,,
S,2020-11-23T05:00:00Z,S,0,6,,,
S,2020-11-23T11:00:00Z,S,0,6,,,
S,2020-11-23T17:00:00Z,S,0,6,,,
S,2020-11-23T23:00:00Z,S,0.1,6,,,
S,2020-11-24T05:00:00Z,S,4,6,,,
S,2020-11-24T11:00:00Z,S,8,6,,,
S,2020-11-24T17:00:00Z,S,2,6,,,
S,2020-11-24T23:00:00Z,S,1,6,,,
S,2020-11-25T05:00:00Z,S,0.5,6,,,
S,2020-11-25T11:00:00Z,S,0,6,,,
S,2020-11-25T17:00:00Z,S,0,6,,,
S,2020-11-25T23:00:00Z,S,0,6,,,
S,2020-11-26T05:00:00Z,S,0.6,6,,,
S,2020-11-26T11:00:00Z,S,0.1,6,,,
S,2020-11-26T17:00:00Z,S,1,6,,,
S,2020-11-26T23:00:00Z,S,0,6,,,
S,2020-11-27T05:00:00Z,S,0,6,,,
S,2020-11-27T11:00:00Z,S,0,6,,,
S,2020-11-27T17:00:00Z,S,0,6,,,
S,2020-11-27T23:00:00Z,S,0,6,,,
S,2020-11-28T05:00:00Z,S,0,6,,,
S,2020-11-28T11:00:00Z,S,0,6,,,
S,2020-11-28T17:00:00Z,S,0,6,,,
S,2020-11-28T23:00:00Z,S,2,6,,,
S,2020-11-29T05:00:00Z,S,0.7,6,,,
S,2020-11-29T11:00:00Z,S,0,6,,,
S,2020-11-29T17:00:00Z,S,0,6,,,
S,2020-11-29T23:00:00Z,S,0.3,6,,,
S,2020-11-30T05:00:00Z,S,2,6,,,
S,2020-11-30T11:00:00Z,S,3,6,,,
S,2020-11-30T17:00:00Z,S,2,6,,,
S,2020-11-30T23:00:00Z,S,0,6,,,
S,2020-12-01T05:00:00Z,S,0,6,,,
S,2020-12-01T11:00:00Z,S,0,6,,,
S,2020-12-01T17:00:00Z,S,0,6,,,
S,2020-12-01T23:00:00Z,S,0,6,,,
S,2020-12-02T05:00:00Z,S,0,6,,,
S,2020-12-02T11:00:00Z,S,0,6,,,
S,2020-12-02T17:00:00Z,S,0,6,,,
S,2020-12-02T23:00:00Z,S,1,6,,,
S,2020-12-03T05:00:00Z,S,0.4,6,,,
S,2020-12-03T11:00:00Z,S,0,6,,,
S,2020-12-03T17:00:00Z,S,0,6,,,
S,2020-12-03T23:00:00Z,S,0,6,,,
S,2020-12-04T05:00:00Z,S,0,6,,,
S,2020-12-04T11:00:00Z,S,0,6,,,
S,2020-12-04T17:00:00Z,S,0,6,,,
S,2020-12-04T23:00:00Z,S,0,6,,,
S,2020-12-05T05:00:00Z,S,0,6,,,
S,2020-12-05T11:00:00Z,S,0.1,6,,,
S,2020-12-05T17:00:00Z,S,3,6,,,
S,2020-12-05T23:00:00Z,S,0,6,,,
S,2020-12-06T05:00:00Z,S,0,6,,,
S,2020-12-06T11:00:00Z,S,0,6,,,
S,2020-12-06T17:00:00Z,S,0,6,,,
S,2020-12-06T23:00:00Z,S,0,6,,,
S,2020-12-07T05:00:00Z,S,0,6,,,
S,2020-12-07T11:00:00Z,S,0.1,6,,,
S,2020-12-07T17:00:00Z,S,0,6,,,
S,2020-12-07T23:00:00Z,S,0,6,,,
S,2020-12-08T05:00:00Z,S,0,6,,,
S,2020-12-08T11:00:00Z,S,0,6,,,
S,2020-12-08T17:00:00Z,S,0,6,,,
S,2020-12-08T23:00:00Z,S,0,6,,,
S,2020-12-09T05:00:00Z,S,0.6,6,,,
S,2020-12-09T11:00:00Z,S,8,6,,,
S,2020-12-09T17:00:00Z,S,8,6,,,
S,2020-12-09T23:00:00Z,S,3,6,,,
S,2020-12-10T05:00:00Z,S,0.2,6,,,
S,2020-12-10T11:00:00Z,S,0.2,6,,,
S,2020-12-10T17:00:00Z,S,0,6,,,
S,2020-12-10T23:00:00Z,S,0,6,,,
S,2020-12-11T05:00:00Z,S,0,6,,,
S,2020-12-11T11:00:00Z,S,0.2,6,,,
S,2020-12-11T17:00:00Z,S,0,6,,,
S,2020-12-11T23:00:00Z,S,0,6,,,
S,2020-12-12T05:00:00Z,S,0,6,,,
S,2020-12-12T11:00:00Z,S,0,6,,,
S,2020-12-12T17:00:00Z,S,0,6,,,
S,2020-12-12T23:00:00Z,S,0,6,,,
S,2020-12-13T05:00:00Z,S,0,6,,,
S,2020-12-13T11:00:00Z,S,0,6,,,
S,2020-12-13T17:00:00Z,S,0,6,,,
S,2020-12-13T23:00:00Z,S,0,6,,,
S,2020-12-14T05:00:00Z,S,0,6,,,
S,2020-12-14T11:00:00Z,S,0,6,,,
S,2020-12-14T17:00:00Z,S,0,6,,,
S,2020-12-14T23:00:00Z,S,0,6,,,
S,2020-12-15T05:00:00Z,S,0,6,,,
S,2020-12-15T11:00:00Z,S,0,6,,,
S,2020-12-15T17:00:00Z,S,0,6,,,
S,2020-12-15T23:00:00Z,S,0,6,,,
S,2020-12-16T05:00:00Z,S,0,6,,,
S,2020-12-16T11:00:00Z,S,0,6,,,
S,2020-12-16T17:00:00Z,S,0,6,,,
S,2020-12-16T23:00:00Z,S,0,6,,,
S,2020-12-17T05:00:00Z,S,0,6,,,
S,2020-12-17T11:00:00Z,S,0,6,,,
S,2020-12-17T17:00:00Z,S,0,6,,,
S,2020-12-17T23:00:00Z,S,0,6,,,
S,2020-12-18T05:00:00Z,S,0,6,,,
S,2020-12-18T11:00:00Z,S,0,6,,,
S,2020-12-18T17:00:00Z,S,0,6,,,
S,2020-12-18T23:00:00Z,S,0,6,,,
S,2020-12-19T05:00:00Z,S,0,6,,,
S,2020-12-19T11:00:00Z,S,0,6,,,
S,2020-12-19T17:00:00Z,S,0,6,,,
S,2020-12-19T23:00:00Z,S,0,6,,,
S,2020-12-20T05:00:00Z,S,0,6,,,
S,2020-12-20T11:00:00Z,S,0,6,,,
S,2020-12-20T17:00:00Z,S,0,6,,,
S,2020-12-20T23:00:00Z,S,0,6,,,
S,2020-12-21T05:00:00Z,S,0,6,,,
S,2020-12-21T11:00:00Z,S,0,6,,,
S,2020-12-21T17:00:00Z,S,0,6,,,
S,2020-12-21T23:00:00Z,S,0.7,6,,,
S,2020-12-22T05:00:00Z,S,2,6,,,
S,2020-12-22T17:00:00Z,S,0,6,,,
S,2020-12-22T23:00:00Z,S,0,6,,,
S,2020-12-23T05:00:00Z,S,0.1,6,,,
S,2020-12-23T11:00:00Z,S,0.3,6,,,
S,2020-12-23T17:00:00Z,S,0.2,6,,,
S,2020-12-23T23:00:00Z,S,3,6,,,
S,2020-12-24T11:00:00Z,S,0,6,,,
S,2020-12-24T17:00:00Z,S,0,6,,,
S,2020-12-24T23:00:00Z,S,0,6,,,
S,2020-12-25T05:00:00Z,S,0,6,,,
S,2020-12-25T11:00:00Z,S,0,6,,,
S,2020-12-25T17:00:00Z,S,0,6,,,
S,2020-12-25T23:00:00Z,S,0.4,6,,,
S,2020-12-26T05:00:00Z,S,0,6,,,
S,2020-12-26T11:00:00Z,S,0,6,,,
S,2020-12-26T17:00:00Z,S,0.5,6,,,
S,2020-12-26T23:00:00Z,S,0,6,,,
S,2020-12-27T05:00:00Z,S,0,6,,,
S,2020-12-27T11:00:00Z,S,2,6,,,
S,2020-12-27T17:00:00Z,S,0,6,,,
S,2020-12-27T23:00:00Z,S,0,6,,,
S,2020-12-28T05:00:00Z,S,0,6,,,
S,2020-12-28T11:00:00Z,S,0,6,,,
S,2020-12-28T17:00:00Z,S,0,6,,,
S,2020-12-28T23:00:00Z,S,0,6,,,
S,2020-12-29T05:00:00Z,S,0,6,,,
S,2020-12-29T11:00:00Z,S,0.2,6,,,
S,2020-12-29T17:00:00Z,S,0,6,,,
S,2020-12-29T23:00:00Z,S,0,6,,,
S,2020-12-30T05:00:00Z,S,0,6,,,
S,2020-12-30T11:00:00Z,S,0,6,,,
S,2020-12-30T17:00:00Z,S,0,6,,,
S,2020-12-30T23:00:00Z,S,0,6,,,
S,2020-12-31T05:00:00Z,S,0,6,,,
S,2020-12-31T11:00:00Z,S,0,6,,,
S,2020-12-31T17:00:00Z,S,0,6,,,
S,2020-12-31T23:00:00Z,S,0,6,,,
S,2021-01-01T05:00:00Z,S,0,6,,,
S,2021-01-01T11:00:00Z,S,0,6,,,
S,2021-01-01T17:00:00Z,S,0,6,,,
S,2021-01-01T23:00:00Z,S,3,6,,,
S,2021-01-02T05:00:00Z,S,0,6,,,
S,2021-01-02T11:00:00Z,S,31,6,,,
S,2021-01-02T17:00:00Z,S,0,6,,,
S,2021-01-02T23:00:00Z,S,0.6,6,,,
S,2021-01-03T05:00:00Z,S,29,6,,,
S,2021-01-03T11:00:00Z,S,3,6,,,
S,2021-01-03T17:00:00Z,S,0,6,,,
S,2021-01-03T23:00:00Z,S,0,6,,,
S,2021-01-04T11:00:00Z,S,0,6,,,
S,2021-01-04T17:00:00Z,S,0,6,,,
S,2021-01-04T23:00:00Z,S,0,6,,,
S,2021-01-05T05:00:00Z,S,0,6,,,
S,2021-01-05T11:00:00Z,S,0,6,,,
S,2021-01-05T17:00:00Z,S,0,6,,,
S,2021-01-05T23:00:00Z,S,0,6,,,
S,2021-01-06T05:00:00Z,S,0,6,,,
S,2021-01-06T11:00:00Z,S,0,6,,,
S,2021-01-06T17:00:00Z,S,0,6,,,
S,2021-01-06T23:00:00Z,S,0,6,,,
S,2021-01-07T05:00:00Z,S,0,6,,,
S,2021-01-07T11:00:00Z,S,0.8,6,,,
S,2021-01-07T17:00:00Z,S,7,6,,,
S,2021-01-07T23:00:00Z,S,12,6,,,
S,2021-01-08T05:00:00Z,S,0,6,,,
S,2021-01-08T11:00:00Z,S,0,6,,,
S,2021-01-08T17:00:00Z,S,0.2,6,,,
S,2021-01-08T23:00:00Z,S,0,6,,,
S,2021-01-09T05:00:00Z,S,0,6,,,
S,2021-01-09T11:00:00Z,S,0,6,,,
S,2021-01-09T17:00:00Z,S,0,6,,,
S,2021-01-09T23:00:00Z,S,0,6,,,
S,2021-01-10T05:00:00Z,S,0,6,,,
S,2021-01-10T11:00:00Z,S,0,6,,,
S,2021-01-10T17:00:00Z,S,0,6,,,
S,2021-01-10T23:00:00Z,S,0,6,,,
S,2021-01-11T05:00:00Z,S,0,6,,,
S,2021-01-11T11:00:00Z,S,0,6,,,
S,2021-01-11T17:00:00Z,S,0,6,,,
S,2021-01-11T23:00:00Z,S,0,6,,,
S,2021-01-12T05:00:00Z,S,0,6,,,
S,2021-01-12T11:00:00Z,S,0,6,,,
S,2021-01-12T17:00:00Z,S,0,6,,,
S,2021-01-12T23:00:00Z,S,0,6,,,
S,2021-01-13T05:00:00Z,S,0.1,6,,,
S,2021-01-13T11:00:00Z,S,0,6,,,
S,2021-01-13T17:00:00Z,S,0,6,,,
S,2021-01-13T23:00:00Z,S,0,6,,,
S,2021-01-14T05:00:00Z,S,0,6,,,
S,2021-01-14T11:00:00Z,S,0,6,,,
S,2021-01-14T17:00:00Z,S,0,6,,,
S,2021-01-14T23:00:00Z,S,0,6,,,
S,2021-01-15T05:00:00Z,S,0,6,,,
S,2021-01-15T11:00:00Z,S,0,6,,,
S,2021-01-15T17:00:00Z,S,0,6,,,
S,2021-01-15T23:00:00Z,S,0,6,,,
S,2021-01-16T05:00:00Z,S,0,6,,,
S,2021-01-16T11:00:00Z,S,0,6,,,
S,2021-01-16T17:00:00Z,S,0,6,,,
S,2021-01-16T23:00:00Z,S,0,6,,,
S,2021-01-17T05:00:00Z,S,1,6,,,
S,2021-01-17T11:00:00Z,S,0,6,,,
S,2021-01-17T17:00:00Z,S,0.6,6,,,
S,2021-01-17T23:00:00Z,S,0,6,,,
S,2021-01-18T05:00:00Z,S,0,6,,,
S,2021-01-18T11:00:00Z,S,0,6,,,
S,2021-01-18T17:00:00Z,S,0,6,,,
S,2021-01-18T23:00:00Z,S,0,6,,,
S,2021-01-19T05:00:00Z,S,0,6,,,
S,2021-01-19T11:00:00Z,S,0,6,,,
S,2021-01-19T17:00:00Z,S,3,6,,,
S,2021-01-20T23:00:00Z,S,0.3,6,,,
S,2021-01-21T05:00:00Z,S,0.1,6,,,
S,2021-01-21T11:00:00Z,S,0.2,6,,,
S,2021-01-21T17:00:00Z,S,0,6,,,
S,2021-01-21T23:00:00Z,S,0,6,,,
S,2021-01-22T05:00:00Z,S,0,6,,,
S,2021-01-22T11:00:00Z,S,0,6,,,
S,2021-01-22T17:00:00Z,S,0,6,,,
S,2021-01-22T23:00:00Z,S,0,6,,,
S,2021-01-23T05:00:00Z,S,0,6,,,
S,2021-01-23T11:00:00Z,S,0,6,,,
S,2021-01-23T17:00:00Z,S,0,6,,,
S,2021-01-23T23:00:00Z,S,0.1,6,,,
S,2021-01-24T05:00:00Z,S,0.4,6,,,
S,2021-01-24T11:00:00Z,S,0,6,,,
S,2021-01-24T17:00:00Z,S,0,6,,,
S,2021-01-24T23:00:00Z,S,0,6,,,
S,2021-01-25T05:00:00Z,S,0,6,,,
S,2021-01-25T11:00:00Z,S,0,6,,,
S,2021-01-25T17:00:00Z,S,0,6,,,
S,2021-01-25T23:00:00Z,S,0,6,,,
S,2021-01-26T05:00:00Z,S,0,6,,,
S,2021-01-26T17:00:00Z,S,0,6,,,
S,2021-01-26T23:00:00Z,S,0,6,,,
S,2021-01-27T05:00:00Z,S,0,6,,,
S,2021-01-27T11:00:00Z,S,0,6,,,
S,2021-01-27T17:00:00Z,S,0,6,,,
S,2021-01-27T23:00:00Z,S,0,6,,,
S,2021-01-28T05:00:00Z,S,0,6,,,
S,2021-01-28T11:00:00Z,S,0.2,6,,,
S,2021-01-28T17:00:00Z,S,0,6,,,
S,2021-01-28T23:00:00Z,S,0,6,,,
S,2021-01-29T05:00:00Z,S,0,6,,,
S,2021-01-29T11:00:00Z,S,0,6,,,
S,2021-01-29T17:00:00Z,S,0,6,,,
S,2021-01-29T23:00:00Z,S,0,6,,,
S,2021-01-30T05:00:00Z,S,0,6,,,
S,2021-01-30T11:00:00Z,S,0,6,,,
S,2021-01-30T17:00:00Z,S,0,6,,,
S,2021-01-30T23:00:00Z,S,0,6,,,
S,2021-01-31T05:00:00Z,S,0,6,,,
S,2021-01-31T11:00:00Z,S,0,6,,,
S,2021-01-31T17:00:00Z,S,0,6,,,
S,2021-01-31T23:00:00Z,S,0,6,,,
S,2021-02-01T05:00:00Z,S,0,6,,,
S,2021-02-01T11:00:00Z,S,0,6,,,
S,2021-02-01T17:00:00Z,S,0,6,,,
S,2021-02-01T23:00:00Z,S,0,6,,,
S,2021-02-02T05:00:00Z,S,0,6,,,
S,2021-02-02T11:00:00Z,S,0,6,,,
S,2021-02-02T17:00:00Z,S,0,6,,,
S,2021-02-02T23:00:00Z,S,0,6,,,
S,2021-02-03T05:00:00Z,S,0,6,,,
S,2021-02-03T11:00:00Z,S,0,6,,,
S,2021-02-03T17:00:00Z,S,0,6,,,
S,2021-02-03T23:00:00Z,S,0,6,,,
S,2021-02-04T05:00:00Z,S,0,6,,,
S,2021-02-04T11:00:00Z,S,0,6,,,
S,2021-02-04T17:00:00Z,S,0,6,,,
S,2021-02-04T23:00:00Z,S,0,6,,,
S,2021-02-05T05:00:00Z,S,0,6,,,
S,2021-02-05T11:00:00Z,S,0,6,,,
S,2021-02-05T17:00:00Z,S,0,6,,,
S,2021-02-05T23:00:00Z,S,0,6,,,
S,2021-02-06T05:00:00Z,S,0,6,,,
S,2021-02-06T11:00:00Z,S,0,6,,,
S,2021-02-06T17:00:00Z,S,0,6,,,
S,2021-02-06T23:00:00Z,S,0,6,,,
S,2021-02-07T05:00:00Z,S,0,6,,,
S,2021-02-07T11:00:00Z,S,0,6,,,
S,2021-02-07T17:00:00Z,S,0,6,,,
S,2021-02-07T23:00:00Z,S,0,6,,,
S,2021-02-08T05:00:00Z,S,0,6,,,
S,2021-02-08T11:00:00Z,S,0,6,,,
S,2021-02-08T17:00:00Z,S,1,6,,,
S,2021-02-08T23:00:00Z,S,0.1,6,,,
S,2021-02-09T05:00:00Z,S,0.8,6,,,
S,2021-02-09T11:00:00Z,S,1,6,,,
S,2021-02-09T17:00:00Z,S,0.5,6,,,
S,2021-02-09T23:00:00Z,S,0.4,6,,,
S,2021-02-10T05:00:00Z,S,4,6,,,
S,2021-02-10T11:00:00Z,S,0.4,6,,,
S,2021-02-10T17:00:00Z,S,0,6,,,
S,2021-02-10T23:00:00Z,S,0,6,,,
S,2021-02-11T05:00:00Z,S,0,6,,,
S,2021-02-11T11:00:00Z,S,0,6,,,
S,2021-02-11T17:00:00Z,S,0,6,,,
S,2021-02-11T23:00:00Z,S,0,6,,,
S,2021-02-12T05:00:00Z,S,0,6,,,
S,2021-02-12T11:00:00Z,S,0,6,,,
S,2021-02-12T17:00:00Z,S,0,6,,,
S,2021-02-12T23:00:00Z,S,0,6,,,
S,2021-02-13T05:00:00Z,S,0,6,,,
S,2021-02-13T11:00:00Z,S,0,6,,,
S,2021-02-13T17:00:00Z,S,0,6,,,
S,2021-02-13T23:00:00Z,S,0,6,,,
S,2021-02-14T05:00:00Z,S,0,6,,,
S,2021-02-14T11:00:00Z,S,1,6,,,
S,2021-02-14T17:00:00Z,S,14,6,,,
S,2021-02-14T23:00:00Z,S,21,6,,,
S,2021-02-15T05:00:00Z,S,11,6,,,
S,2021-02-15T11:00:00Z,S,0.3,6,,,
S,2021-02-15T17:00:00Z,S,6,6,,,
S,2021-02-15T23:00:00Z,S,0.6,6,,,
S,2021-02-16T05:00:00Z,S,0,6,,,
S,2021-02-16T11:00:00Z,S,0,6,,,
S,2021-02-16T17:00:00Z,S,0,6,,,
S,2021-02-16T23:00:00Z,S,0,6,,,
S,2021-02-17T05:00:00Z,S,0,6,,,
S,2021-02-17T11:00:00Z,S,0,6,,,
S,2021-02-17T17:00:00Z,S,0,6,,,
S,2021-02-17T23:00:00Z,S,0,6,,,
S,2021-02-18T05:00:00Z,S,0,6,,,
S,2021-02-18T11:00:00Z,S,0,6,,,
S,2021-02-18T17:00:00Z,S,0,6,,,
S,2021-02-18T23:00:00Z,S,0,6,,,
S,2021-02-19T05:00:00Z,S,0,6,,,
S,2021-02-19T11:00:00Z,S,0,6,,,
S,2021-02-19T17:00:00Z,S,0,6,,,
S,2021-02-19T23:00:00Z,S,0,6,,,
S,2021-02-20T05:00:00Z,S,0,6,,,
S,2021-02-20T11:00:00Z,S,0,6,,,
S,2021-02-20T17:00:00Z,S,0,6,,,
S,2021-02-20T23:00:00Z,S,0,6,,,
S,2021-02-21T05:00:00Z,S,0,6,,,
S,2021-02-21T11:00:00Z,S,0,6,,,
S,2021-02-21T17:00:00Z,S,0,6,,,
S,2021-02-21T23:00:00Z,S,0,6,,,
S,2021-02-22T05:00:00Z,S,0,6,,,
S,2021-02-22T11:00:00Z,S,0,6,,,
S,2021-02-22T23:00:00Z,S,0,6,,,
S,2021-02-23T05:00:00Z,S,0,6,,,
S,2021-02-23T11:00:00Z,S,0,6,,,
S,2021-02-23T17:00:00Z,S,0,6,,,
S,2021-02-23T23:00:00Z,S,0,6,,,
S,2021-02-24T05:00:00Z,S,0,6,,,
S,2021-02-24T11:00:00Z,S,0,6,,,
S,2021-02-24T17:00:00Z,S,0,6,,,
S,2021-02-24T23:00:00Z,S,0,6,,,
S,2021-02-25T05:00:00Z,S,0,6,,,
S,2021-02-25T11:00:00Z,S,0,6,,,
S,2021-02-25T17:00:00Z,S,0,6,,,
S,2021-02-25T23:00:00Z,S,0,6,,,
S,2021-02-26T05:00:00Z,S,0,6,,,
S,2021-02-26T11:00:00Z,S,0,6,,,
S,2021-02-26T17:00:00Z,S,0,6,,,
S,2021-02-26T23:00:00Z,S,0.1,6,,,
S,2021-02-27T05:00:00Z,S,0,6,,,
S,2021-02-27T11:00:00Z,S,0,6,,,
S,2021-02-27T17:00:00Z,S,0,6,,,
S,2021-02-27T23:00:00Z,S,0,6,,,
S,2021-02-28T05:00:00Z,S,0,6,,,
S,2021-02-28T11:00:00Z,S,0,6,,,
S,2021-02-28T17:00:00Z,S,0,6,,,
S,2021-02-28T23:00:00Z,S,1,6,,,
S,2021-03-01T05:00:00Z,S,0,6,,,
S,2021-03-01T11:00:00Z,S,6,6,,,
S,2021-03-01T17:00:00Z,S,0.2,6,,,
S,2021-03-01T23:00:00Z,S,0,6,,,
S,2021-03-02T05:00:00Z,S,0,6,,,
S,2021-03-02T11:00:00Z,S,0,6,,,
S,2021-03-02T17:00:00Z,S,0,6,,,
S,2021-03-02T23:00:00Z,S,5,6,,,
S,2021-03-03T05:00:00Z,S,4,6,,,
S,2021-03-03T11:00:00Z,S,0,6,,,
S,2021-03-03T17:00:00Z,S,0,6,,,
S,2021-03-03T23:00:00Z,S,3,6,,,
S,2021-03-04T05:00:00Z,S,3,6,,,
S,2021-03-04T11:00:00Z,S,0,6,,,
S,2021-03-04T17:00:00Z,S,0,6,,,
S,2021-03-04T23:00:00Z,S,0.1,6,,,
S,2021-03-05T05:00:00Z,S,0,6,,,
S,2021-03-05T11:00:00Z,S,0,6,,,
S,2021-03-05T17:00:00Z,S,0,6,,,
S,2021-03-05T23:00:00Z,S,0,6,,,
S,2021-03-06T05:00:00Z,S,0.1,6,,,
S,2021-03-06T11:00:00Z,S,0.3,6,,,
S,2021-03-06T17:00:00Z,S,0.1,6,,,
S,2021-03-06T23:00:00Z,S,0.1,6,,,
S,2021-03-07T05:00:00Z,S,0.3,6,,,
S,2021-03-07T11:00:00Z,S,0,6,,,
S,2021-03-07T17:00:00Z,S,0,6,,,
S,2021-03-07T23:00:00Z,S,0,6,,,
S,2021-03-08T05:00:00Z,S,0,6,,,
S,2021-03-08T11:00:00Z,S,0,6,,,
S,2021-03-08T17:00:00Z,S,0,6,,,
S,2021-03-08T23:00:00Z,S,0,6,,,
S,2021-03-09T05:00:00Z,S,0,6,,,
S,2021-03-09T11:00:00Z,S,0,6,,,
S,2021-03-09T17:00:00Z,S,0,6,,,
S,2021-03-09T23:00:00Z,S,0,6,,,
S,2021-03-10T05:00:00Z,S,0,6,,,
S,2021-03-10T11:00:00Z,S,0,6,,,
S,2021-03-10T17:00:00Z,S,4,6,,,
S,2021-03-10T23:00:00Z,S,1,6,,,
S,2021-03-11T05:00:00Z,S,0,6,,,
S,2021-03-11T11:00:00Z,S,0,6,,,
S,2021-03-11T17:00:00Z,S,0,6,,,
S,2021-03-11T23:00:00Z,S,0,6,,,
S,2021-03-12T05:00:00Z,S,0,6,,,
S,2021-03-12T11:00:00Z,S,0,6,,,
S,2021-03-12T17:00:00Z,S,0,6,,,
S,2021-03-12T23:00:00Z,S,0,6,,,
S,2021-03-13T05:00:00Z,S,0,6,,,
S,2021-03-13T11:00:00Z,S,0,6,,,
S,2021-03-13T17:00:00Z,S,0,6,,,
S,2021-03-13T23:00:00Z,S,0,6,,,
S,2021-03-14T05:00:00Z,S,0,6,,,
S,2021-03-14T11:00:00Z,S,0,6,,,
S,2021-03-14T17:00:00Z,S,0,6,,,
S,2021-03-14T23:00:00Z,S,0,6,,,
S,2021-03-15T05:00:00Z,S,0,6,,,
S,2021-03-15T11:00:00Z,S,0,6,,,
